a_study,a_year,country,s025,Q57_trust_people,Q58_trust_family,Q59_trust_neighborhood,Q60_trust_friends,Q61_trust_new_people,Q62_trust_people_another_religion,Q63_trust_foreigners,Q66_confidence_press,Q67_confidence_television,Q69_confidence_police,Q71_confidence_government,Q72_confidence_politicalparties,Q75_confidence_universities,Q78_confidence_banks,Q201_consume_dailynewspaper,Q202_consume_TVnews,Q203_consume_radionews,Q204_consume_mobilephone,Q205_consume_email,Q206_consume_internet,Q207_consume_socialmedia,Q208_talk_with_friends_colleagues,Q255_closeness_city,Q256_closeness_region,Q257_closeness_country,Q258_closeness_Latam,Q259_closeness_World,Q263_native_Inmigrant,Q240_placement_left_right,Q260_gender,Q262_age,country_name,gender_label,citizen_type,age_group,Q57_trust_question_rescaled,social_trust_index,Q204_consume_mobilephone_rescaled,Q205_consume_email_rescaled,Q206_consume_internet_rescaled,Q207_consume_socialmedia_rescaled,Q208_talk_with_friends_colleagues_rescaled,social_media_usage_index,polarization_index,polarization_norm,social_trust_norm,digital_media_norm
2,2018,PRI,6302018,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,10.0,2.0,33.0,Paraguay,Female,Native,30-44,1.0,2.2857142857142856,1.0,1.0,1.0,1.0,1.0,1.0,4.5,1.0,0.42857142857142855,0.0
2,2018,PRI,6302018,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,7.0,1.0,73.0,Paraguay,Male,Native,60-74,1.0,3.4285714285714284,1.0,5.0,1.0,5.0,5.0,3.4,1.5,0.25,0.8095238095238095,0.6
2,2018,PRI,6302018,1.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,1.0,10.0,2.0,42.0,Paraguay,Female,Native,30-44,1.0,2.4285714285714284,1.0,1.0,1.0,1.0,1.0,1.0,4.5,1.0,0.4761904761904761,0.0
2,2018,PRI,6302018,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,31.0,Paraguay,Male,Native,30-44,1.0,1.8571428571428572,1.0,1.0,1.0,1.0,2.0,1.2,4.5,1.0,0.28571428571428575,0.04999999999999999
2,2018,PRI,6302018,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,34.0,Paraguay,Female,Native,30-44,1.0,2.142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,4.5,1.0,0.3809523809523809,0.0
2,2018,PRI,6302018,1.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,77.0,Paraguay,Female,Native,75+,1.0,2.4285714285714284,1.0,5.0,5.0,5.0,1.0,3.4,4.5,1.0,0.4761904761904761,0.6
2,2018,PRI,6302018,1.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,2.0,62.0,Paraguay,Female,Native,60-74,1.0,2.2857142857142856,5.0,5.0,5.0,5.0,5.0,5.0,0.5,0.0,0.42857142857142855,1.0
2,2018,PRI,6302018,1.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0,4.0,1.0,5.0,1.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,10.0,1.0,49.0,Paraguay,Male,Inmigrant,45-59,1.0,2.5714285714285716,1.0,5.0,1.0,1.0,4.0,2.4,4.5,1.0,0.523809523809524,0.35
2,2018,PRI,6302018,1.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,1.0,65.0,Paraguay,Male,Native,60-74,1.0,2.2857142857142856,1.0,5.0,5.0,5.0,2.0,3.6,0.5,0.0,0.42857142857142855,0.65
2,2018,PRI,6302018,1.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,2.0,2.0,1.0,5.0,2.0,37.0,Paraguay,Female,Native,30-44,1.0,2.5714285714285716,1.0,2.0,1.0,1.0,1.0,1.2,0.5,0.0,0.523809523809524,0.04999999999999999
2,2018,PRI,6302018,2.0,4.0,3.0,3.0,2.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,1.0,4.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,64.0,Paraguay,Male,Native,60-74,4.0,3.0,4.0,3.0,3.0,1.0,5.0,3.2,2.5,0.5,0.6666666666666667,0.55
2,2018,PRI,6302018,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,10.0,2.0,77.0,Paraguay,Female,Native,75+,1.0,1.5714285714285714,5.0,5.0,5.0,5.0,3.0,4.6,4.5,1.0,0.1904761904761904,0.8999999999999999
2,2018,PRI,6302018,1.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,1.0,10.0,2.0,56.0,Paraguay,Female,Native,45-59,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1.0,0.3333333333333333,1.0
2,2018,PRI,6302018,1.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,1.0,75.0,Paraguay,Male,Native,75+,1.0,2.4285714285714284,2.0,1.0,1.0,1.0,1.0,1.2,0.5,0.0,0.4761904761904761,0.04999999999999999
2,2018,PRI,6302018,1.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,,,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,2.0,56.0,Paraguay,Female,Native,45-59,1.0,1.5714285714285714,1.0,5.0,1.0,1.0,1.0,1.8,0.5,0.0,0.1904761904761904,0.2
2,2018,PRI,6302018,1.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,5.0,3.0,4.0,4.0,2.0,2.0,1.0,10.0,1.0,64.0,Paraguay,Male,Native,60-74,1.0,3.2857142857142856,4.0,5.0,5.0,5.0,1.0,4.0,4.5,1.0,0.7619047619047619,0.75
2,2018,PRI,6302018,1.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,10.0,2.0,60.0,Paraguay,Female,Native,60-74,1.0,3.142857142857143,1.0,3.0,1.0,1.0,1.0,1.4,4.5,1.0,0.7142857142857142,0.09999999999999998
2,2018,PRI,6302018,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,3.0,1.0,5.0,1.0,71.0,Paraguay,Male,Native,60-74,1.0,2.0,5.0,5.0,5.0,5.0,2.0,4.4,0.5,0.0,0.3333333333333333,0.8500000000000001
2,2018,PRI,6302018,2.0,4.0,4.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,5.0,2.0,47.0,Paraguay,Female,Native,45-59,4.0,2.857142857142857,2.0,2.0,1.0,5.0,5.0,3.0,0.5,0.0,0.6190476190476191,0.5
2,2018,PRI,6302018,1.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,3.0,2.0,2.0,1.0,8.0,1.0,70.0,Paraguay,Male,Native,60-74,1.0,2.4285714285714284,5.0,5.0,5.0,5.0,1.0,4.2,2.5,0.5,0.4761904761904761,0.8
2,2018,PRI,6302018,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,63.0,Paraguay,Female,Native,60-74,1.0,1.8571428571428572,1.0,5.0,5.0,5.0,2.0,3.6,4.5,1.0,0.28571428571428575,0.65
2,2018,PRI,6302018,1.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,10.0,2.0,79.0,Paraguay,Female,Native,75+,1.0,3.2857142857142856,1.0,5.0,5.0,5.0,5.0,4.2,4.5,1.0,0.7619047619047619,0.8
2,2018,PRI,6302018,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,10.0,1.0,75.0,Paraguay,Male,Native,75+,1.0,2.4285714285714284,1.0,5.0,5.0,5.0,2.0,3.6,4.5,1.0,0.4761904761904761,0.65
2,2018,PRI,6302018,1.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,3.0,3.0,1.0,5.0,2.0,93.0,Paraguay,Female,Native,75+,1.0,2.5714285714285716,5.0,5.0,5.0,5.0,1.0,4.2,0.5,0.0,0.523809523809524,0.8
2,2018,PRI,6302018,1.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,4.0,2.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,9.0,1.0,61.0,Paraguay,Male,Native,60-74,1.0,2.857142857142857,1.0,5.0,1.0,1.0,1.0,1.8,3.5,0.75,0.6190476190476191,0.2
2,2018,PRI,6302018,1.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,5.0,2.0,43.0,Paraguay,Female,Native,30-44,1.0,2.5714285714285716,1.0,2.0,2.0,2.0,2.0,1.8,0.5,0.0,0.523809523809524,0.2
2,2018,PRI,6302018,1.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,23.0,Paraguay,Male,Native,18-29,1.0,2.7142857142857144,1.0,1.0,1.0,1.0,3.0,1.4,4.5,1.0,0.5714285714285714,0.09999999999999998
2,2018,PRI,6302018,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,1.0,10.0,2.0,67.0,Paraguay,Female,Native,60-74,1.0,1.8571428571428572,1.0,5.0,1.0,5.0,5.0,3.4,4.5,1.0,0.28571428571428575,0.6
2,2018,PRI,6302018,1.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,7.0,2.0,66.0,Paraguay,Female,Native,60-74,1.0,2.4285714285714284,2.0,2.0,2.0,2.0,3.0,2.2,1.5,0.25,0.4761904761904761,0.30000000000000004
2,2018,PRI,6302018,1.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,,,5.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,10.0,2.0,68.0,Paraguay,Female,Native,60-74,1.0,2.857142857142857,,,1.0,1.0,3.0,1.6666666666666667,4.5,1.0,0.6190476190476191,0.16666666666666669
2,2018,PRI,6302018,1.0,4.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,5.0,1.0,5.0,5.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,10.0,1.0,45.0,Paraguay,Male,Native,45-59,1.0,2.7142857142857144,1.0,5.0,1.0,1.0,5.0,2.6,4.5,1.0,0.5714285714285714,0.4
2,2018,PRI,6302018,1.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,2.0,39.0,Paraguay,Female,Native,30-44,1.0,2.2857142857142856,5.0,5.0,5.0,5.0,5.0,5.0,0.5,0.0,0.42857142857142855,1.0
2,2018,PRI,6302018,1.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,10.0,2.0,67.0,Paraguay,Female,Native,60-74,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1.0,0.6666666666666667,1.0
2,2018,PRI,6302018,1.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,,2.0,2.0,2.0,4.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,5.0,1.0,65.0,Paraguay,Male,Native,60-74,1.0,2.7142857142857144,1.0,5.0,5.0,5.0,5.0,4.2,0.5,0.0,0.5714285714285714,0.8
2,2018,PRI,6302018,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,1.0,21.0,Paraguay,Male,Native,18-29,1.0,1.7142857142857142,1.0,5.0,1.0,1.0,5.0,2.6,0.5,0.0,0.23809523809523808,0.4
2,2018,PRI,6302018,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,1.0,10.0,2.0,62.0,Paraguay,Female,Native,60-74,1.0,3.142857142857143,1.0,5.0,2.0,1.0,1.0,2.0,4.5,1.0,0.7142857142857142,0.25
2,2018,PRI,6302018,1.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,66.0,Paraguay,Female,Native,60-74,1.0,2.4285714285714284,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1.0,0.4761904761904761,1.0
2,2018,PRI,6302018,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,10.0,1.0,19.0,Paraguay,Male,Native,18-29,1.0,2.7142857142857144,2.0,5.0,2.0,2.0,2.0,2.6,4.5,1.0,0.5714285714285714,0.4
2,2018,PRI,6302018,1.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,5.0,2.0,42.0,Paraguay,Female,Native,30-44,1.0,2.7142857142857144,1.0,1.0,1.0,1.0,2.0,1.2,0.5,0.0,0.5714285714285714,0.04999999999999999
2,2018,PRI,6302018,1.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,1.0,10.0,2.0,62.0,Paraguay,Female,Native,60-74,1.0,2.2857142857142856,1.0,5.0,1.0,1.0,1.0,1.8,4.5,1.0,0.42857142857142855,0.2
2,2018,PRI,6302018,1.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,62.0,Paraguay,Male,Native,60-74,1.0,2.7142857142857144,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1.0,0.5714285714285714,1.0
2,2018,PRI,6302018,1.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,24.0,Paraguay,Female,Native,18-29,1.0,2.7142857142857144,5.0,5.0,5.0,5.0,2.0,4.4,4.5,1.0,0.5714285714285714,0.8500000000000001
2,2018,PRI,6302018,1.0,4.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,2.0,4.0,2.0,1.0,10.0,1.0,23.0,Paraguay,Male,Native,18-29,1.0,2.5714285714285716,1.0,1.0,1.0,1.0,5.0,1.8,4.5,1.0,0.523809523809524,0.2
2,2018,PRI,6302018,1.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,5.0,5.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,57.0,Paraguay,Female,Native,45-59,1.0,2.142857142857143,3.0,5.0,3.0,2.0,3.0,3.2,4.5,1.0,0.3809523809523809,0.55
2,2018,PRI,6302018,1.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,1.0,5.0,1.0,1.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,1.0,5.0,2.0,68.0,Paraguay,Female,Native,60-74,1.0,3.0,1.0,5.0,5.0,3.0,1.0,3.0,0.5,0.0,0.6666666666666667,0.5
2,2018,PRI,6302018,1.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,2.0,65.0,Paraguay,Female,Inmigrant,60-74,1.0,2.2857142857142856,1.0,5.0,1.0,4.0,2.0,2.6,4.5,1.0,0.42857142857142855,0.4
2,2018,PRI,6302018,1.0,3.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,5.0,2.0,64.0,Paraguay,Female,Native,60-74,1.0,3.0,5.0,5.0,5.0,5.0,2.0,4.4,0.5,0.0,0.6666666666666667,0.8500000000000001
2,2018,PRI,6302018,2.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,1.0,4.0,,1.0,2.0,61.0,Paraguay,Female,,60-74,4.0,2.7142857142857144,1.0,4.0,4.0,1.0,1.0,2.2,4.5,1.0,0.5714285714285714,0.30000000000000004
2,2018,PRI,6302018,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,5.0,1.0,5.0,4.0,3.0,4.0,2.0,2.0,1.0,5.0,1.0,66.0,Paraguay,Male,Native,60-74,1.0,1.7142857142857142,5.0,5.0,1.0,5.0,1.0,3.4,0.5,0.0,0.23809523809523808,0.6
2,2018,PRI,6302018,1.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,2.0,66.0,Paraguay,Female,Native,60-74,1.0,2.857142857142857,1.0,5.0,1.0,1.0,5.0,2.6,0.5,0.0,0.6190476190476191,0.4
2,2018,PRI,6302018,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,2.0,1.0,5.0,1.0,47.0,Paraguay,Male,Native,45-59,1.0,2.7142857142857144,5.0,5.0,1.0,1.0,1.0,2.6,0.5,0.0,0.5714285714285714,0.4
2,2018,PRI,6302018,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,1.0,9.0,2.0,39.0,Paraguay,Female,Native,30-44,1.0,1.4285714285714286,1.0,5.0,1.0,1.0,1.0,1.8,3.5,0.75,0.14285714285714285,0.2
2,2018,PRI,6302018,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,5.0,4.0,2.0,5.0,1.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,2.0,27.0,Paraguay,Female,Native,18-29,1.0,1.8571428571428572,1.0,5.0,1.0,1.0,2.0,2.0,0.5,0.0,0.28571428571428575,0.25
2,2018,PRI,6302018,1.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,5.0,1.0,64.0,Paraguay,Male,Native,60-74,1.0,2.857142857142857,2.0,5.0,5.0,5.0,2.0,3.8,0.5,0.0,0.6190476190476191,0.7
2,2018,PRI,6302018,1.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,2.0,1.0,7.0,1.0,75.0,Paraguay,Male,Native,75+,1.0,2.5714285714285716,2.0,5.0,5.0,5.0,5.0,4.4,1.5,0.25,0.523809523809524,0.8500000000000001
2,2018,PRI,6302018,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,6.0,2.0,35.0,Paraguay,Female,Native,30-44,1.0,1.2857142857142858,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.09523809523809529,0.0
2,2018,PRI,6302018,1.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,1.0,3.0,4.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,30.0,Paraguay,Male,Native,30-44,1.0,2.857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,4.5,1.0,0.6190476190476191,0.0
2,2018,PRI,6302018,1.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,1.0,5.0,2.0,26.0,Paraguay,Female,Native,18-29,1.0,2.7142857142857144,1.0,1.0,1.0,2.0,1.0,1.2,0.5,0.0,0.5714285714285714,0.04999999999999999
2,2018,PRI,6302018,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,,2.0,2.0,1.0,5.0,2.0,19.0,Paraguay,Female,Native,18-29,4.0,1.8571428571428572,2.0,2.0,2.0,2.0,2.0,2.0,0.5,0.0,0.28571428571428575,0.25
2,2018,PRI,6302018,2.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,5.0,2.0,48.0,Paraguay,Female,Native,45-59,4.0,2.857142857142857,1.0,5.0,1.0,5.0,2.0,2.8,0.5,0.0,0.6190476190476191,0.44999999999999996
2,2018,PRI,6302018,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,10.0,2.0,60.0,Paraguay,Female,Inmigrant,60-74,4.0,3.2857142857142856,1.0,1.0,1.0,1.0,1.0,1.0,4.5,1.0,0.7619047619047619,0.0
2,2018,PRI,6302018,1.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,1.0,5.0,1.0,29.0,Paraguay,Male,Native,30-44,1.0,2.2857142857142856,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.42857142857142855,0.0
2,2018,PRI,6302018,1.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,5.0,1.0,25.0,Paraguay,Male,Native,18-29,1.0,2.857142857142857,1.0,2.0,1.0,1.0,1.0,1.2,0.5,0.0,0.6190476190476191,0.04999999999999999
